id	type	name	coords	image_id	image_name	commune	dossier_cote	image_cote	image_index	image_url	image_width	image_height	is_blank	classe	tag	color
d3561065-91b2-4b3f-b00f-1556e80037ef	page	FRAD094_3P_000026_01_0008	[[0, 0], [0, 5417], [3573, 5417], [3573, 0], [0, 0]]	d93c5854-18d7-4db6-a53b-3433938c1d0f	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0008.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0008	8	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0008.jpg/0,0,3573,5417/full/0/default.jpg	3573	5417	False	ets_tab_p1	AP_1822	COLOR
e348a080-0796-40b4-a0df-c3a47ace3f3d	page	FRAD094_3P_000026_01_0009	[[0, 0], [0, 5431], [3607, 5431], [3607, 0], [0, 0]]	5cd540c3-d94c-451d-98c8-f91c88418217	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0009.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0009	9	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0009.jpg/0,0,3607,5431/full/0/default.jpg	3607	5431	False	ets_tab_p1	AP_1822	COLOR
957fed98-634e-4a49-b740-7ebdaf2a034a	page	FRAD094_3P_000026_01_0012	[[0, 0], [0, 5432], [3571, 5432], [3571, 0], [0, 0]]	5a505596-7787-47f9-8020-b2239d9c77cb	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0012.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0012	12	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0012.jpg/0,0,3571,5432/full/0/default.jpg	3571	5432	False	ets_tab_p1	AP_1822	COLOR
6246fd1d-aa42-41a6-8295-d8b0d5ec3d7c	page	FRAD094_3P_000026_01_0013	[[0, 0], [0, 5440], [3599, 5440], [3599, 0], [0, 0]]	0eafa1ce-b3de-4eb2-a228-7b9256a3777a	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0013.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0013	13	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0013.jpg/0,0,3599,5440/full/0/default.jpg	3599	5440	False	ets_tab_p1	AP_1822	COLOR
abc93e8e-a8d2-4904-8c9e-8455bd16cf45	page	FRAD094_3P_000026_01_0014	[[0, 0], [0, 5432], [3585, 5432], [3585, 0], [0, 0]]	607e4c97-2637-48e2-a152-147d5a57a321	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0014.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0014	14	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0014.jpg/0,0,3585,5432/full/0/default.jpg	3585	5432	False	ets_tab_p1	AP_1822	COLOR
2debefb2-92ee-481c-9031-461c11a29e9b	page	FRAD094_3P_000026_01_0015	[[0, 0], [0, 5432], [3599, 5432], [3599, 0], [0, 0]]	502363b6-7f05-4b7f-a3f5-08cd4e2991e3	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0015.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0015	15	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0015.jpg/0,0,3599,5432/full/0/default.jpg	3599	5432	False	ets_tab_p1	AP_1822	COLOR
114c87cf-f591-415f-8687-1d518399572a	page	FRAD094_3P_000026_01_0020	[[0, 0], [0, 5446], [3621, 5446], [3621, 0], [0, 0]]	9f4b5d28-c351-4ba8-8055-6899b5185fe8	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0020.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0020	20	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0020.jpg/0,0,3621,5446/full/0/default.jpg	3621	5446	False	ets_tab_p1	AP_1822	COLOR
237e6df1-067c-45cb-9c88-8d40eaa06760	page	FRAD094_3P_000026_01_0021	[[0, 0], [0, 5446], [3571, 5446], [3571, 0], [0, 0]]	88c33335-0eab-402f-997e-683b07bf3823	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0021.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0021	21	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0021.jpg/0,0,3571,5446/full/0/default.jpg	3571	5446	False	ets_tab_p1	AP_1822	COLOR
ed62ab3c-3613-48ec-9fb8-c924ce6021f3	page	FRAD094_3P_000026_01_0022	[[0, 0], [0, 5446], [3637, 5446], [3637, 0], [0, 0]]	05c8a8d2-de3d-4c8b-86f2-078f0d5c3b81	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0022.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0022	22	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0022.jpg/0,0,3637,5446/full/0/default.jpg	3637	5446	False	ets_tab_p1	AP_1822	COLOR
c3f6e0e2-6842-40c0-a391-93c0d9c76e8a	page	FRAD094_3P_000026_01_0023	[[0, 0], [0, 5446], [3557, 5446], [3557, 0], [0, 0]]	61dd5998-0e57-4d95-a2b6-42c6927af584	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0023.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0023	23	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0023.jpg/0,0,3557,5446/full/0/default.jpg	3557	5446	False	ets_tab_p1	AP_1822	COLOR
3d4ede61-7ade-4afc-b70b-39909d20a8a5	page	FRAD094_3P_000026_01_0034	[[0, 0], [0, 5432], [3585, 5432], [3585, 0], [0, 0]]	e9841024-e696-4d2c-839d-f22a2eb7eb3d	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0034.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0034	34	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0034.jpg/0,0,3585,5432/full/0/default.jpg	3585	5432	False	ets_tab_p1	AP_1822	COLOR
0090ced3-cfcc-458b-a556-3162d5f90aea	page	FRAD094_3P_000026_01_0035	[[0, 0], [0, 5432], [3592, 5432], [3592, 0], [0, 0]]	b9c40a77-81f1-4f25-82ff-52099d1b3bc4	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0035.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0035	35	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0035.jpg/0,0,3592,5432/full/0/default.jpg	3592	5432	False	ets_tab_p1	AP_1822	COLOR
17b2fc8b-caf9-48b7-a8da-47ef6659f2a8	page	FRAD094_3P_000026_01_0036	[[0, 0], [0, 5440], [3601, 5440], [3601, 0], [0, 0]]	deeaf8b6-899f-40ba-b946-6c3ef0361d7f	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0036.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0036	36	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0036.jpg/0,0,3601,5440/full/0/default.jpg	3601	5440	False	ets_tab_p1	AP_1822	COLOR
7021eb21-f645-44ce-97c6-467034b27617	page	FRAD094_3P_000026_01_0037	[[0, 0], [0, 5440], [3592, 5440], [3592, 0], [0, 0]]	e75a47ae-eb06-4a6e-9531-c36313214eb0	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0037.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0037	37	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0037.jpg/0,0,3592,5440/full/0/default.jpg	3592	5440	False	ets_tab_p1	AP_1822	COLOR
f3fe1597-9c6f-4d0b-9898-2dfa68dd6661	page	FRAD094_3P_000026_01_0042	[[0, 0], [0, 5440], [3621, 5440], [3621, 0], [0, 0]]	39275a84-8635-4e8f-80c1-d7faf6f94cf1	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0042.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0042	42	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0042.jpg/0,0,3621,5440/full/0/default.jpg	3621	5440	False	ets_tab_p1	AP_1822	COLOR
7902eea9-0cad-4230-8490-f94ecfd65d2e	page	FRAD094_3P_000026_01_0043	[[0, 0], [0, 5440], [3578, 5440], [3578, 0], [0, 0]]	9285b101-2c6e-4b3e-aa82-d3506a3a5a4c	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0043.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0043	43	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0043.jpg/0,0,3578,5440/full/0/default.jpg	3578	5440	False	ets_tab_p1	AP_1822	COLOR
c29fcfaa-ed19-40e3-8324-8843ae89b2cd	page	FRAD094_3P_000026_01_0044	[[0, 0], [0, 5432], [3607, 5432], [3607, 0], [0, 0]]	14d3e9ce-96bb-4fd9-90cf-aeadd9a0ba49	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0044.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0044	44	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0044.jpg/0,0,3607,5432/full/0/default.jpg	3607	5432	False	ets_tab_p1	AP_1822	COLOR
dd788ebd-ce33-4f21-8819-00eb81c0b776	page	FRAD094_3P_000026_01_0045	[[0, 0], [0, 5446], [3578, 5446], [3578, 0], [0, 0]]	6c07d352-c492-4407-b3e6-862fce1d7313	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0045.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0045	45	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0045.jpg/0,0,3578,5446/full/0/default.jpg	3578	5446	False	ets_tab_p1	AP_1822	COLOR
d89b8bb9-44e3-4683-8a62-99b0c210958b	page	FRAD094_3P_000026_01_0047	[[0, 0], [0, 5440], [3571, 5440], [3571, 0], [0, 0]]	8aa67aab-ffad-4ac1-98de-b7932e0e1604	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0047.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0047	47	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0047.jpg/0,0,3571,5440/full/0/default.jpg	3571	5440	False	ets_tab_p1	AP_1822	COLOR
19a1a77c-55bb-4f1c-88e8-5b3f0288ee2d	page	FRAD094_3P_000026_01_0048	[[0, 0], [0, 5446], [3573, 5446], [3573, 0], [0, 0]]	ebf0d3a9-f10b-465f-bb32-65692c628b9f	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0048.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0048	48	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0048.jpg/0,0,3573,5446/full/0/default.jpg	3573	5446	False	ets_tab_p1	AP_1822	COLOR
264cbd0d-77ca-429d-8722-5a5abcce96aa	page	FRAD094_3P_000026_01_0049	[[0, 0], [0, 5440], [3571, 5440], [3571, 0], [0, 0]]	9e59430b-f321-4357-878e-c8729aa0910d	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0049.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0049	49	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0049.jpg/0,0,3571,5440/full/0/default.jpg	3571	5440	False	ets_tab_p1	AP_1822	COLOR
e62c2bf4-699d-46f2-b064-21e91635b396	page	FRAD094_3P_000026_01_0050	[[0, 0], [0, 5440], [3579, 5440], [3579, 0], [0, 0]]	23287198-4c2f-42b0-b8ab-d85f0c43e1c4	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0050.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0050	50	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0050.jpg/0,0,3579,5440/full/0/default.jpg	3579	5440	False	ets_tab_p1	AP_1822	COLOR
799dbad8-3a38-43a5-98ea-af5e3f2f5e19	page	FRAD094_3P_000026_01_0055	[[0, 0], [0, 5440], [3578, 5440], [3578, 0], [0, 0]]	4718b173-b8a4-4664-81f5-5e7ff3ebec91	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0055.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0055	55	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0055.jpg/0,0,3578,5440/full/0/default.jpg	3578	5440	False	ets_tab_p1	AP_1822	COLOR
6aae3313-ccbc-40c5-ac25-555374c04045	page	FRAD094_3P_000026_01_0056	[[0, 0], [0, 5440], [3593, 5440], [3593, 0], [0, 0]]	52d3a28f-c3d7-4364-a316-343d893ee404	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0056.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0056	56	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0056.jpg/0,0,3593,5440/full/0/default.jpg	3593	5440	False	ets_tab_p1	AP_1822	COLOR
0e5daf1b-4653-4af0-9650-71ba39ab25e1	page	FRAD094_3P_000026_01_0057	[[0, 0], [0, 5432], [3578, 5432], [3578, 0], [0, 0]]	1929e6c0-8be6-489e-98ca-45602b330669	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0057.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0057	57	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0057.jpg/0,0,3578,5432/full/0/default.jpg	3578	5432	False	ets_tab_p1	AP_1822	COLOR
a982e9c2-b4ce-4dc8-b6f8-5c1959ca6857	page	FRAD094_3P_000026_01_0058	[[0, 0], [0, 5440], [3593, 5440], [3593, 0], [0, 0]]	03883c39-5852-4e75-87f7-ce42bb4a5f44	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0058.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0058	58	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0058.jpg/0,0,3593,5440/full/0/default.jpg	3593	5440	False	ets_tab_p1	AP_1822	COLOR
f6089fc1-5ea2-4d26-abad-b99bddb35d55	page	FRAD094_3P_000026_01_0064	[[0, 0], [0, 5446], [3578, 5446], [3578, 0], [0, 0]]	2dcccb2d-4fb3-4808-8214-fbff5f60cf01	CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0064.jpg	ALFORTVILLE	FRAD094_3P_000026_01	FRAD094_3P_000026_01_0064	64	https://iiif.geohistoricaldata.org/iiif/2/CADASTRE%2FETATS_DE_SECTION%2F%2FALFORTVILLE%2FFRAD094_3P_000026_01%2FFRAD094_3P_000026_01_0064.jpg/0,0,3578,5446/full/0/default.jpg	3578	5446	False	ets_resume	AP_1822	COLOR
